ID,prompt,model,repeat,status,error,premise,hypothesis,raw_KB,lemmatized_KB,changed_argument_occurrences,unchanged_argument_occurrences,absent_argument_occurrences,ambiguous_argument_occurrences,empty_argument_occurrences,mapping_details_json
2343145630.jpg#0r4e,lasha,anthropic/claude-haiku-4.5,1,valid,,"A black singer with short, spiked hair plays guitar and sings, while a bassist plays behind him.",A person with pointy hair is singing while another person playing an instrument is in back of him.,"isa_wn(spiked hair, pointy hair); isa_wn(singer, person); isa_wn(bassist, person playing instrument)","[[""bassist"",""person playing instrument""],[""singer"",""person""],[""spiked hair"",""pointy hair""]]",0,5,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""bassist"",""lemma"":""bassist"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""bassist"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""person playing instrument"",""lemma"":""person playing instrument"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""singer"",""lemma"":""singer"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""singer"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""spiked hair"",""lemma"":""spiked hair"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""spiked hair"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""pointy hair"",""lemma"":""pointy hair"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""pointy hair"",""pos_tags"":[""JJ"",""NN""]}]}]"
2367387854.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,"A woman with dark hair wearing a dark shirt, jeans, and glasses is talking into a microphone.",A woman is speaking into a device.,"isa_wn(talk, speak); isa_wn(microphone, device)","[[""microphone"",""device""],[""talk"",""speak""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""microphone"",""lemma"":""microphone"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""microphone"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""device"",""lemma"":""device"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""device"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""talk"",""lemma"":""talk"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""speak"",""lemma"":""speak"",""decision"":""absent"",""POS_evidence"":[]}]"
237424188.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her.",two girls in a room,NO_RELATION,[],0,0,0,0,0,[]
2384728877.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,non_entailment,,The woman is holding the hand of the little girl in the red dress with the polka-dotted skirt.,A little girl wearing a red dress holds a woman's hand.,"isa_wn(hold hand, hold hand)",,0,0,0,0,0,
2393059551.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,Two people work construction on the inside of a house.,Two people work inside.,NO_RELATION,[],0,0,0,0,0,[]
2405,lasha,anthropic/claude-haiku-4.5,1,valid,,The lady is slicing a tomato,Someone is cutting a tomato,"isa_wn(lady, someone); isa_wn(slice, cut)","[[""lady"",""someone""],[""slice"",""cut""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""lady"",""lemma"":""lady"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""lady"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""someone"",""lemma"":""someone"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""Someone"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""slice"",""lemma"":""slice"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""cut"",""lemma"":""cut"",""decision"":""absent"",""POS_evidence"":[]}]"
241345721.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,Men playing football.,Some men are playing a game.,"isa_wn(football, game)","[[""football"",""game""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""football"",""lemma"":""football"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""football"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""game"",""lemma"":""game"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""game"",""pos_tags"":[""NN""]}]}]"
241346508.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,"Three Oklahoma Sooners playing football against another team, one of the sooners with the ball in their possession.",College football players are playing a football game.,"isa_wn(Oklahoma Sooner, college football player); isa_wn(play football against, play football game)","[[""oklahoma sooner"",""college football player""],[""play football against"",""play football game""]]",0,0,4,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""oklahoma sooner"",""lemma"":""oklahoma sooner"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""college football player"",""lemma"":""college football player"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""play football against"",""lemma"":""play football against"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""play football game"",""lemma"":""play football game"",""decision"":""absent"",""POS_evidence"":[]}]"
2421824693.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,A man is standing on a rooftop looking at his camera.,A man is on the roof with a camera.,"isa_wn(rooftop, roof); isa_wn(looking at, with)","[[""look at"",""with""],[""rooftop"",""roof""]]",1,3,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""looking at"",""lemma"":""look at"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""looking at"",""pos_tags"":[""VBG"",""IN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""with"",""lemma"":""with"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""with"",""pos_tags"":[""IN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""rooftop"",""lemma"":""rooftop"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""rooftop"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""roof"",""lemma"":""roof"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""roof"",""pos_tags"":[""NN""]}]}]"
2518094853.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,A brown dog runs through a field.,A brown dog running outside.,"isa_wn(field, outside)","[[""field"",""outside""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""field"",""lemma"":""field"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""field"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""outside"",""lemma"":""outside"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""outside"",""pos_tags"":[""JJ""]}]}]"
2521878609.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,kid eating pasta,The kid is human.,"isa_wn(kid, human)","[[""kid"",""human""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""kid"",""lemma"":""kid"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""kid"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""kid"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""human"",""lemma"":""human"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""human"",""pos_tags"":[""JJ""]}]}]"
2529017800.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,"3 people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa.",Several people are gathered inside.,"isa_wn(3 people, several people); isa_wn(sitting on floor, inside); isa_wn(sofa, inside)","[[""3 people"",""several people""],[""sitting on floor"",""inside""],[""sofa"",""inside""]]",0,5,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""3 people"",""lemma"":""3 people"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""3 people"",""pos_tags"":[""CD"",""NNS""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""several people"",""lemma"":""several people"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""Several people"",""pos_tags"":[""JJ"",""NNS""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""sitting on floor"",""lemma"":""sitting on floor"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""inside"",""lemma"":""inside"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""inside"",""pos_tags"":[""IN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""sofa"",""lemma"":""sofa"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sofa"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""inside"",""lemma"":""inside"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""inside"",""pos_tags"":[""IN""]}]}]"
2533414541.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,A white and blue car is on the street.,A vehicle is on the street.,"isa_wn(car, vehicle)","[[""car"",""vehicle""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""car"",""lemma"":""car"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""car"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""vehicle"",""lemma"":""vehicle"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""vehicle"",""pos_tags"":[""NN""]}]}]"
2543017787.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,non_entailment,,A child rides a swing.,A kid is playing,NO_RELATION,,0,0,0,0,0,
255091927.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,People laying in massage chairs,People relaxing in charis.,"isa_wn(massage chair, chair); isa_wn(lay, relax)","[[""lay"",""relax""],[""massage chair"",""chair""]]",0,0,4,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""lay"",""lemma"":""lay"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""relax"",""lemma"":""relax"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""massage chair"",""lemma"":""massage chair"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""chair"",""lemma"":""chair"",""decision"":""absent"",""POS_evidence"":[]}]"
2557,lasha,anthropic/claude-haiku-4.5,1,valid,,Someone is strumming the guitar,Someone is playing the guitar,"isa_wn(strum, play)","[[""strum"",""play""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""strum"",""lemma"":""strum"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""play"",""lemma"":""play"",""decision"":""absent"",""POS_evidence"":[]}]"
2565685680.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,An animal with black fur splashing about in relatively deep water.,The dark animal is playing in the water.,"isa_wn(black fur, dark); isa_wn(splash about, play)","[[""black fur"",""dark""],[""splash about"",""play""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""black fur"",""lemma"":""black fur"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""black fur"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""dark"",""lemma"":""dark"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""dark"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""splash about"",""lemma"":""splash about"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""play"",""lemma"":""play"",""decision"":""absent"",""POS_evidence"":[]}]"
2573969957.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,Two men in uniform hold up sign with young children.,Two men are holding up something with young kids.,"isa_wn(sign, something); isa_wn(child, kid)","[[""child"",""kid""],[""sign"",""something""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""child"",""lemma"":""child"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""kid"",""lemma"":""kid"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""sign"",""lemma"":""sign"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sign"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""something"",""lemma"":""something"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""something"",""pos_tags"":[""NN""]}]}]"
2602415701.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,Five young boys in swim trunks jump into a swimming pool at the same time.,Kids leaping into a swimming pool,"isa_wn(young boy, kid); isa_wn(jump, leap)","[[""jump"",""leap""],[""young boy"",""kid""]]",0,1,3,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""jump"",""lemma"":""jump"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""jump"",""pos_tags"":[""VBP""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""leap"",""lemma"":""leap"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""young boy"",""lemma"":""young boy"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""kid"",""lemma"":""kid"",""decision"":""absent"",""POS_evidence"":[]}]"
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.,"isa_wn(man, male); isa_wn(read, look at); isa_wn(woman, female); isa_wn(girl, female)","[[""girl"",""female""],[""man"",""male""],[""read"",""look at""],[""woman"",""female""]]",0,4,4,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""girl"",""lemma"":""girl"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""girl"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""female"",""lemma"":""female"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""male"",""lemma"":""male"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""male"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""read"",""lemma"":""read"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":2,""argument"":""look at"",""lemma"":""look at"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":4,""argument_index"":1,""argument"":""woman"",""lemma"":""woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""female"",""lemma"":""female"",""decision"":""absent"",""POS_evidence"":[]}]"
2618866067.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,non_entailment,,A gray dog is yawning.,A dog is tired.,NO_RELATION,,0,0,0,0,0,
2647049174.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,A toddler eats dirt.,A baby is eating dirt.,"isa_wn(toddler, baby)","[[""toddler"",""baby""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""toddler"",""lemma"":""toddler"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""toddler"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""baby"",""lemma"":""baby"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""baby"",""pos_tags"":[""NN""]}]}]"
2665904080.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,non_entailment,,A young puppy suckles from his mother.,A young puppy lays at it's mothers stomach.,NO_RELATION,,0,0,0,0,0,
2671880562.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,A man in a staff shirt break-dancing.,A man is moving around.,"isa_wn(break-dance, move around)","[[""break-dance"",""move around""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""break-dance"",""lemma"":""break-dance"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""move around"",""lemma"":""move around"",""decision"":""absent"",""POS_evidence"":[]}]"
2680990587.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,One boy is pushing another boy on a swing.,One human pushing another.,"isa_wn(boy, human)","[[""boy"",""human""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""boy"",""lemma"":""boy"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""boy"",""pos_tags"":[""NN""]},{""sentence"":""premise"",""span"":""boy"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""human"",""lemma"":""human"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""human"",""pos_tags"":[""JJ""]}]}]"
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,valid,,A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.,"isa_wn(dog, animal); isa_wn(jump, move vertically); isa_wn(Frisbee, toy); isa_wn(mouth, teeth)","[[""dog"",""animal""],[""frisbee"",""toy""],[""jump"",""move vertically""],[""mouth"",""teeth""]]",0,6,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""dog"",""lemma"":""dog"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""dog"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""animal"",""lemma"":""animal"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""animal"",""pos_tags"":[""JJ""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""frisbee"",""lemma"":""frisbee"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""Frisbee"",""pos_tags"":[""NNP""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""toy"",""lemma"":""toy"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""toy"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""jump"",""lemma"":""jump"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":2,""argument"":""move vertically"",""lemma"":""move vertically"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":4,""argument_index"":1,""argument"":""mouth"",""lemma"":""mouth"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""mouth"",""pos_tags"":[""NN""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""teeth"",""lemma"":""teeth"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""teeth"",""pos_tags"":[""NNS""]}]}]"
