ID,prompt,model,repeat,relation_index,argument_index,status,argument,lemma,decision,POS_evidence_json,premise,hypothesis
2521878609.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,kid,kid,unchanged,"[{""sentence"":""premise"",""span"":""kid"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""kid"",""pos_tags"":[""NN""]}]",kid eating pasta,The kid is human.
2521878609.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,human,human,unchanged,"[{""sentence"":""hypothesis"",""span"":""human"",""pos_tags"":[""JJ""]}]",kid eating pasta,The kid is human.
2529017800.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,3 people,3 people,unchanged,"[{""sentence"":""premise"",""span"":""3 people"",""pos_tags"":[""CD"",""NNS""]}]","3 people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa.",Several people are gathered inside.
2529017800.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,several people,several people,unchanged,"[{""sentence"":""hypothesis"",""span"":""Several people"",""pos_tags"":[""JJ"",""NNS""]}]","3 people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa.",Several people are gathered inside.
2529017800.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,sitting on floor,sitting on floor,absent,[],"3 people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa.",Several people are gathered inside.
2529017800.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,inside,inside,unchanged,"[{""sentence"":""hypothesis"",""span"":""inside"",""pos_tags"":[""IN""]}]","3 people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa.",Several people are gathered inside.
2529017800.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,3,1,valid,sofa,sofa,unchanged,"[{""sentence"":""premise"",""span"":""sofa"",""pos_tags"":[""NN""]}]","3 people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa.",Several people are gathered inside.
2529017800.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,3,2,valid,inside,inside,unchanged,"[{""sentence"":""hypothesis"",""span"":""inside"",""pos_tags"":[""IN""]}]","3 people, one man playing a guitar while sitting on the floor and two people playing a game on a sofa.",Several people are gathered inside.
2533414541.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,car,car,unchanged,"[{""sentence"":""premise"",""span"":""car"",""pos_tags"":[""NN""]}]",A white and blue car is on the street.,A vehicle is on the street.
2533414541.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,vehicle,vehicle,unchanged,"[{""sentence"":""hypothesis"",""span"":""vehicle"",""pos_tags"":[""NN""]}]",A white and blue car is on the street.,A vehicle is on the street.
255091927.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,lay,lay,absent,[],People laying in massage chairs,People relaxing in charis.
255091927.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,relax,relax,absent,[],People laying in massage chairs,People relaxing in charis.
255091927.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,massage chair,massage chair,absent,[],People laying in massage chairs,People relaxing in charis.
255091927.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,chair,chair,absent,[],People laying in massage chairs,People relaxing in charis.
2557,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,strum,strum,absent,[],Someone is strumming the guitar,Someone is playing the guitar
2557,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,play,play,absent,[],Someone is strumming the guitar,Someone is playing the guitar
2565685680.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,black fur,black fur,unchanged,"[{""sentence"":""premise"",""span"":""black fur"",""pos_tags"":[""JJ"",""NN""]}]",An animal with black fur splashing about in relatively deep water.,The dark animal is playing in the water.
2565685680.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,dark,dark,unchanged,"[{""sentence"":""hypothesis"",""span"":""dark"",""pos_tags"":[""NN""]}]",An animal with black fur splashing about in relatively deep water.,The dark animal is playing in the water.
2565685680.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,splash about,splash about,absent,[],An animal with black fur splashing about in relatively deep water.,The dark animal is playing in the water.
2565685680.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,play,play,absent,[],An animal with black fur splashing about in relatively deep water.,The dark animal is playing in the water.
2573969957.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,child,child,absent,[],Two men in uniform hold up sign with young children.,Two men are holding up something with young kids.
2573969957.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,kid,kid,absent,[],Two men in uniform hold up sign with young children.,Two men are holding up something with young kids.
2573969957.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,sign,sign,unchanged,"[{""sentence"":""premise"",""span"":""sign"",""pos_tags"":[""NN""]}]",Two men in uniform hold up sign with young children.,Two men are holding up something with young kids.
2573969957.jpg#1r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,something,something,unchanged,"[{""sentence"":""hypothesis"",""span"":""something"",""pos_tags"":[""NN""]}]",Two men in uniform hold up sign with young children.,Two men are holding up something with young kids.
2602415701.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,jump,jump,unchanged,"[{""sentence"":""premise"",""span"":""jump"",""pos_tags"":[""VBP""]}]",Five young boys in swim trunks jump into a swimming pool at the same time.,Kids leaping into a swimming pool
2602415701.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,leap,leap,absent,[],Five young boys in swim trunks jump into a swimming pool at the same time.,Kids leaping into a swimming pool
2602415701.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,young boy,young boy,absent,[],Five young boys in swim trunks jump into a swimming pool at the same time.,Kids leaping into a swimming pool
2602415701.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,kid,kid,absent,[],Five young boys in swim trunks jump into a swimming pool at the same time.,Kids leaping into a swimming pool
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,girl,girl,unchanged,"[{""sentence"":""premise"",""span"":""girl"",""pos_tags"":[""NN""]}]",A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,female,female,absent,[],A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]",A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,male,male,unchanged,"[{""sentence"":""hypothesis"",""span"":""male"",""pos_tags"":[""NN""]}]",A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,3,1,valid,read,read,absent,[],A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,3,2,valid,look at,look at,absent,[],A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,4,1,valid,woman,woman,unchanged,"[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]",A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.
261626276.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,4,2,valid,female,female,absent,[],A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by.,A young male is looking at a newspaper while 2 females walks past him.
2647049174.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,toddler,toddler,unchanged,"[{""sentence"":""premise"",""span"":""toddler"",""pos_tags"":[""NN""]}]",A toddler eats dirt.,A baby is eating dirt.
2647049174.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,baby,baby,unchanged,"[{""sentence"":""hypothesis"",""span"":""baby"",""pos_tags"":[""NN""]}]",A toddler eats dirt.,A baby is eating dirt.
2671880562.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,break-dance,break-dance,absent,[],A man in a staff shirt break-dancing.,A man is moving around.
2671880562.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,move around,move around,absent,[],A man in a staff shirt break-dancing.,A man is moving around.
2680990587.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,boy,boy,unchanged,"[{""sentence"":""premise"",""span"":""boy"",""pos_tags"":[""NN""]},{""sentence"":""premise"",""span"":""boy"",""pos_tags"":[""NN""]}]",One boy is pushing another boy on a swing.,One human pushing another.
2680990587.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,human,human,unchanged,"[{""sentence"":""hypothesis"",""span"":""human"",""pos_tags"":[""JJ""]}]",One boy is pushing another boy on a swing.,One human pushing another.
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,dog,dog,unchanged,"[{""sentence"":""premise"",""span"":""dog"",""pos_tags"":[""NN""]}]",A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,animal,animal,unchanged,"[{""sentence"":""hypothesis"",""span"":""animal"",""pos_tags"":[""JJ""]}]",A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,frisbee,frisbee,unchanged,"[{""sentence"":""premise"",""span"":""Frisbee"",""pos_tags"":[""NNP""]}]",A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,toy,toy,unchanged,"[{""sentence"":""hypothesis"",""span"":""toy"",""pos_tags"":[""NN""]}]",A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,3,1,valid,jump,jump,absent,[],A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,3,2,valid,move vertically,move vertically,absent,[],A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,4,1,valid,mouth,mouth,unchanged,"[{""sentence"":""premise"",""span"":""mouth"",""pos_tags"":[""NN""]}]",A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.
2709648336.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,4,2,valid,teeth,teeth,unchanged,"[{""sentence"":""hypothesis"",""span"":""teeth"",""pos_tags"":[""NNS""]}]",A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.
2714703706.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,have a hold of,have a hold of,absent,[],The brown dog has a hold of the other dogs cheek with its teeth.,The dog grabbed the other dog with his teeth.
2714703706.jpg#0r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,grab,grab,absent,[],The brown dog has a hold of the other dogs cheek with its teeth.,The dog grabbed the other dog with his teeth.
2723024306.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,build,build,absent,[],Man builds detailed sand castle on the beach.,An adult is working with sand.
2723024306.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,work with,work with,absent,[],Man builds detailed sand castle on the beach.,An adult is working with sand.
2723024306.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""Man"",""pos_tags"":[""NN""]}]",Man builds detailed sand castle on the beach.,An adult is working with sand.
2723024306.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,adult,adult,unchanged,"[{""sentence"":""hypothesis"",""span"":""adult"",""pos_tags"":[""NN""]}]",Man builds detailed sand castle on the beach.,An adult is working with sand.
2726887594.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,raise,raise,absent,[],A man in a blue polo raises his wineglass to toast.,A man holds a wineglass.
2726887594.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,hold,hold,absent,[],A man in a blue polo raises his wineglass to toast.,A man holds a wineglass.
273699639.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,man,man,absent,[],A woman sitting with two men hugging.,A group of people are sitting together.
273699639.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,person,person,absent,[],A woman sitting with two men hugging.,A group of people are sitting together.
273699639.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,woman,woman,unchanged,"[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]",A woman sitting with two men hugging.,A group of people are sitting together.
273699639.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,2,2,valid,person,person,absent,[],A woman sitting with two men hugging.,A group of people are sitting together.
2741990005.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,vault,vault,absent,[],A man vaults over a high bar.,A man jumps.
2741990005.jpg#4r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,jump,jump,absent,[],A man vaults over a high bar.,A man jumps.
2744856447.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,metal cup,metal cup,unchanged,"[{""sentence"":""premise"",""span"":""metal cup"",""pos_tags"":[""JJ"",""NN""]}]",An Asian young man is drinking out of a metal cup.,The young man is drinking a liquid.
2744856447.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,container of liquid,container of liquid,absent,[],An Asian young man is drinking out of a metal cup.,The young man is drinking a liquid.
2760560588.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,chalkboard,chalkboard,unchanged,"[{""sentence"":""premise"",""span"":""chalkboard"",""pos_tags"":[""NN""]}]",A person in a blue plaid shirt is writing on a chalkboard.,The person is writing on the chalk board.
2760560588.jpg#3r1e,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,chalk board,chalk board,unchanged,"[{""sentence"":""hypothesis"",""span"":""chalk board"",""pos_tags"":[""NN"",""NN""]}]",A person in a blue plaid shirt is writing on a chalkboard.,The person is writing on the chalk board.
2795,lasha,anthropic/claude-haiku-4.5,1,1,1,valid,gnaw,gnaw,absent,[],A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot
2795,lasha,anthropic/claude-haiku-4.5,1,1,2,valid,devour,devour,absent,[],A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot
2795,lasha,anthropic/claude-haiku-4.5,1,2,1,valid,piece of carrot,piece of carrot,unchanged,"[{""sentence"":""premise"",""span"":""piece of carrot"",""pos_tags"":[""NN"",""IN"",""NN""]}]",A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot
